,AbilityAfterAnswer,Correct,ExerciseId,LearningObjectiveId,SubmitDateTime,UserId
3706,186,1,115639,672,2018-04-21 15:41:37.974419,3055
3707,451,0,161121,673,2018-04-21 15:41:37.974435,3096
3708,322,0,120555,674,2018-04-21 15:41:37.974452,3010
3709,508,0,158436,674,2018-04-21 15:41:37.974468,3065
3710,208,1,141972,680,2018-04-21 15:41:37.974485,3077
3711,258,1,129684,674,2018-04-21 15:41:37.974501,3009
3712,162,0,220903,677,2018-04-21 15:41:37.974518,3037
3713,287,1,167431,673,2018-04-21 15:41:37.974534,3088
3714,243,0,189345,671,2018-04-21 15:41:37.974555,3080
3715,749,1,202083,677,2018-04-21 15:41:37.974574,3047
3716,483,1,272616,676,2018-04-21 15:41:37.974590,3081
3717,582,1,115749,677,2018-04-21 15:41:37.974607,3035
3718,433,0,109516,673,2018-04-21 15:41:37.974623,3031
3719,596,0,125392,680,2018-04-21 15:41:37.974640,3090
3720,380,0,140507,680,2018-04-21 15:41:37.974657,3055
3721,1000,1,127486,676,2018-04-21 15:41:37.974673,3060
3722,803,1,131876,675,2018-04-21 15:41:37.974690,3097
3723,901,0,169061,680,2018-04-21 15:41:37.974713,3046
3724,429,0,299174,678,2018-04-21 15:41:37.974731,3052
3725,532,0,276040,671,2018-04-21 15:41:37.974748,3005
3726,854,0,135600,672,2018-04-21 15:41:37.974764,3081
3727,384,1,166810,671,2018-04-21 15:41:37.974786,3013
3728,588,1,172055,671,2018-04-21 15:41:37.974805,3098
3729,193,1,208754,679,2018-04-21 15:41:37.974822,3054
3730,739,0,256390,680,2018-04-21 15:41:37.974838,3061
3731,412,0,231652,678,2018-04-21 15:41:37.974864,3073
3732,363,1,294325,674,2018-04-21 15:41:37.974883,3056
3733,915,1,187958,678,2018-04-21 15:41:37.974899,3030
3734,469,1,283105,673,2018-04-21 15:41:37.974916,3028
3735,278,0,163700,676,2018-04-21 15:41:37.974933,3094
3736,153,1,241732,670,2018-04-21 15:41:37.974950,3094
3737,801,0,219464,673,2018-04-21 15:41:37.974966,3058
3738,709,0,124647,676,2018-04-21 15:41:37.974982,3092
3739,317,0,291291,671,2018-04-21 15:41:37.974998,3017
3740,914,1,226097,678,2018-04-21 15:41:37.975020,3089
3741,267,1,291146,675,2018-04-21 15:41:37.975039,3089
3742,252,0,231437,678,2018-04-21 15:41:37.975056,3032
3743,449,1,199345,678,2018-04-21 15:41:37.975076,3006
3744,228,1,205916,677,2018-04-21 15:41:37.975095,3094
3745,406,0,223138,677,2018-04-21 15:41:37.975112,3000
3746,912,1,149578,676,2018-04-21 15:41:37.975128,3076
3747,657,0,292653,676,2018-04-21 15:41:37.975144,3012
3748,411,1,137866,677,2018-04-21 15:41:37.975161,3088
3749,642,0,119177,670,2018-04-21 15:41:37.975177,3088
3750,899,1,107680,673,2018-04-21 15:41:37.975194,3069
3751,684,1,137807,673,2018-04-21 15:41:37.975210,3028
3752,687,0,240326,674,2018-04-21 15:41:37.975238,3029
3753,423,1,166237,671,2018-04-21 15:41:37.975550,3018
3754,317,1,243471,679,2018-04-21 15:41:37.975589,3081
3755,676,1,135158,677,2018-04-21 15:41:37.975611,3049
3756,423,1,227197,673,2018-04-21 15:41:37.975630,3059
3757,494,1,166324,679,2018-04-21 15:41:37.975648,3031
3758,609,0,235473,676,2018-04-21 15:41:37.975668,3040
3759,543,0,169870,677,2018-04-21 15:41:37.975686,3010
3760,441,0,161524,678,2018-04-21 15:41:37.975704,3060
3761,629,0,226740,674,2018-04-21 15:41:37.975722,3005
3762,436,0,184987,670,2018-04-21 15:41:37.975740,3088
3763,557,0,142350,677,2018-04-21 15:41:37.975758,3052
3764,954,1,292265,670,2018-04-21 15:41:37.975782,3035
3765,774,1,154641,670,2018-04-21 15:41:37.975802,3056
3766,353,0,213692,678,2018-04-21 15:41:37.975825,3089
3767,262,0,200139,679,2018-04-21 15:41:37.975849,3027
3768,687,1,267430,672,2018-04-21 15:41:37.975869,3051
3769,177,1,209526,673,2018-04-21 15:41:37.975887,3053
3770,288,0,192516,672,2018-04-21 15:41:37.975905,3005
3771,173,0,216840,674,2018-04-21 15:41:37.975923,3091
3772,900,0,182063,680,2018-04-21 15:41:37.975941,3081
3773,882,0,176663,675,2018-04-21 15:41:37.975958,3033
3774,733,1,263281,671,2018-04-21 15:41:37.975976,3003
3775,618,1,185000,672,2018-04-21 15:41:37.975993,3051
3776,549,1,115553,674,2018-04-21 15:41:37.976011,3001
3777,428,1,187541,674,2018-04-21 15:41:37.976036,3078
3778,813,1,233736,680,2018-04-21 15:41:37.976055,3038
3779,411,0,237896,674,2018-04-21 15:41:37.976078,3050
3780,976,1,212930,670,2018-04-21 15:41:37.976098,3087
3781,604,1,179435,679,2018-04-21 15:41:37.976121,3070
3782,429,1,128787,671,2018-04-21 15:41:37.976141,3000
3783,891,1,231328,670,2018-04-21 15:41:37.976171,3021
3784,885,0,104152,677,2018-04-21 15:41:37.976191,3086
3785,160,1,196279,671,2018-04-21 15:41:37.976210,3055
3786,847,0,160892,674,2018-04-21 15:41:37.976227,3088
3787,770,0,170673,672,2018-04-21 15:41:37.976246,3074
3788,922,1,231249,680,2018-04-21 15:41:37.976263,3005
3789,119,0,242035,679,2018-04-21 15:41:37.976281,3062
3790,525,0,124138,680,2018-04-21 15:41:37.976299,3082
3791,878,0,173454,679,2018-04-21 15:41:37.976317,3058
3792,275,1,297753,677,2018-04-21 15:41:37.976392,3016
3793,746,1,171077,674,2018-04-21 15:41:37.976435,3044
3794,470,1,213216,678,2018-04-21 15:41:37.976471,3074
3795,135,1,181543,671,2018-04-21 15:41:37.976505,3069
3796,821,0,236726,677,2018-04-21 15:41:37.976549,3015
3797,773,0,172525,676,2018-04-21 15:41:37.976585,3029
3798,249,1,261671,676,2018-04-21 15:41:37.976621,3026
3799,404,1,129675,678,2018-04-21 15:41:37.976657,3081
3800,512,1,123680,675,2018-04-21 15:41:37.976691,3058
3801,504,0,222707,672,2018-04-21 15:41:37.976749,3047
3802,808,1,227524,676,2018-04-21 15:41:37.976781,3013
3803,795,0,270435,671,2018-04-21 15:41:37.976800,3034
3804,635,0,140611,678,2018-04-21 15:41:37.976819,3042
3805,372,1,255817,680,2018-04-21 15:41:37.976846,3064
3806,359,1,270339,680,2018-04-21 15:41:37.976866,3074
3807,569,0,212666,676,2018-04-21 15:41:37.976885,3051
3808,377,0,106532,679,2018-04-21 15:41:37.976902,3029
3809,693,0,143981,679,2018-04-21 15:41:37.976920,3015
3810,354,0,239127,678,2018-04-21 15:41:37.976937,3035
3811,807,1,280842,674,2018-04-21 15:41:37.976955,3019
3812,813,1,293387,670,2018-04-21 15:41:37.976972,3054
3813,242,0,114441,670,2018-04-21 15:41:37.976991,3030
3814,173,1,183987,674,2018-04-21 15:41:37.977008,3081
3815,234,1,286258,680,2018-04-21 15:41:37.977026,3016
3816,319,0,298925,678,2018-04-21 15:41:37.977044,3003
3817,846,1,195645,675,2018-04-21 15:41:37.977061,3041
3818,411,0,135116,679,2018-04-21 15:41:37.977084,3033
3819,920,0,166988,679,2018-04-21 15:41:37.977104,3013
3820,220,1,139430,680,2018-04-21 15:41:37.977123,3028
3821,323,1,204680,673,2018-04-21 15:41:37.977140,3037
3822,576,0,136981,679,2018-04-21 15:41:37.977158,3032
3823,930,1,188328,671,2018-04-21 15:41:37.977176,3055
3824,736,1,255831,672,2018-04-21 15:41:37.977193,3026
3825,542,0,107928,675,2018-04-21 15:41:37.977211,3063
3826,246,1,243558,680,2018-04-21 15:41:37.977228,3058
3827,489,1,281954,674,2018-04-21 15:41:37.977246,3005
3828,803,1,198312,673,2018-04-21 15:41:37.977264,3045
3829,528,0,228388,671,2018-04-21 15:41:37.977287,3091
3830,529,0,178675,677,2018-04-21 15:41:37.977308,3063
3831,732,1,135686,678,2018-04-21 15:41:37.977342,3033
3832,163,0,145146,674,2018-04-21 15:41:37.977361,3036
3833,126,0,100272,671,2018-04-21 15:41:37.977378,3070
3834,103,1,112649,680,2018-04-21 15:41:37.977394,3067
3835,835,1,250501,676,2018-04-21 15:41:37.977410,3079
3836,262,0,256868,677,2018-04-21 15:41:37.977426,3017
3837,549,1,207923,673,2018-04-21 15:41:37.977442,3097
3838,895,0,204835,675,2018-04-21 15:41:37.977459,3003
3839,820,1,175801,677,2018-04-21 15:41:37.977481,3038
3840,876,1,118835,677,2018-04-21 15:41:37.977499,3003
3841,560,0,191215,671,2018-04-21 15:41:37.977516,3002
3842,653,0,218960,675,2018-04-21 15:41:37.977532,3053
3843,520,1,122989,674,2018-04-21 15:41:37.977549,3058
3844,811,1,191732,670,2018-04-21 15:41:37.977569,3072
3845,784,0,110440,671,2018-04-21 15:41:37.977588,3067
3846,314,0,127873,673,2018-04-21 15:41:37.977605,3100
3847,370,0,187711,680,2018-04-21 15:41:37.977623,3082
3848,870,0,131405,675,2018-04-21 15:41:37.977640,3034
3849,573,0,189030,676,2018-04-21 15:41:37.977656,3056
3850,752,1,237106,671,2018-04-21 15:41:37.977673,3092
3851,358,1,178734,679,2018-04-21 15:41:37.977689,3044
3852,484,0,221303,677,2018-04-21 15:41:37.977706,3029
3853,603,1,166071,678,2018-04-21 15:41:37.977722,3067
3854,148,1,180465,674,2018-04-21 15:41:37.977738,3005
3855,899,1,120553,673,2018-04-21 15:41:37.977755,3012
3856,578,1,158408,672,2018-04-21 15:41:37.977771,3062
3857,128,0,278303,673,2018-04-21 15:41:37.977792,3073
3858,577,1,149199,670,2018-04-21 15:41:37.977811,3064
3859,980,1,119965,670,2018-04-21 15:41:37.977827,3049
3860,875,1,177634,674,2018-04-21 15:41:37.977844,3016
3861,548,1,241372,678,2018-04-21 15:41:37.977860,3017
3862,855,0,186649,680,2018-04-21 15:41:37.977882,3028
3863,670,0,172512,676,2018-04-21 15:41:37.977901,3061
3864,659,0,151686,673,2018-04-21 15:41:37.977917,3094
3865,969,0,218652,676,2018-04-21 15:41:37.977934,3096
3866,702,0,185910,676,2018-04-21 15:41:37.977950,3021
3867,818,1,150047,675,2018-04-21 15:41:37.977966,3057
3868,781,0,239788,671,2018-04-21 15:41:37.977983,3037
3869,382,1,155041,676,2018-04-21 15:41:37.977999,3086
3870,861,1,263272,675,2018-04-21 15:41:37.978020,3074
3871,473,0,271746,675,2018-04-21 15:41:37.978038,3058
3872,410,0,263045,674,2018-04-21 15:41:37.978056,3063
3873,393,1,188191,670,2018-04-21 15:41:37.978072,3031
3874,135,0,243444,671,2018-04-21 15:41:37.978089,3045
3875,517,0,296183,676,2018-04-21 15:41:37.978106,3025
3876,559,0,188833,670,2018-04-21 15:41:37.978122,3084
3877,923,1,188429,670,2018-04-21 15:41:37.978138,3049
3878,148,0,209535,673,2018-04-21 15:41:37.978154,3067
3879,846,1,296391,676,2018-04-21 15:41:37.978170,3085
3880,352,0,284732,679,2018-04-21 15:41:37.978186,3080
3881,422,1,133398,680,2018-04-21 15:41:37.978208,3012
3882,797,1,115386,676,2018-04-21 15:41:37.978226,3055
3883,911,1,111227,677,2018-04-21 15:41:37.978249,3055
3884,588,0,297743,680,2018-04-21 15:41:37.978267,3044
3885,575,1,168196,678,2018-04-21 15:41:37.978284,3007
3886,164,0,216294,670,2018-04-21 15:41:37.978301,3021
3887,651,0,189055,671,2018-04-21 15:41:37.978318,3074
3888,390,0,208219,679,2018-04-21 15:41:37.978334,3090
3889,558,1,232908,672,2018-04-21 15:41:37.978351,3070
3890,914,0,266753,671,2018-04-21 15:41:37.978367,3042
3891,612,0,275061,670,2018-04-21 15:41:37.978383,3065
3892,232,1,153084,675,2018-04-21 15:41:37.978400,3018
3893,436,0,156875,676,2018-04-21 15:41:37.978416,3015
3894,171,0,119752,675,2018-04-21 15:41:37.978432,3042
3895,676,0,277906,674,2018-04-21 15:41:37.978459,3026
3896,315,1,155751,676,2018-04-21 15:41:37.978483,3011
3897,329,1,234433,675,2018-04-21 15:41:37.978501,3020
3898,844,0,136355,678,2018-04-21 15:41:37.978518,3043
3899,875,1,268982,671,2018-04-21 15:41:37.978534,3017
3900,596,0,135871,677,2018-04-21 15:41:37.978551,3054
3901,558,0,229291,677,2018-04-21 15:41:37.978567,3089
3902,844,1,225509,675,2018-04-21 15:41:37.978584,3016
3903,103,1,253539,673,2018-04-21 15:41:37.978600,3074
3904,378,0,113568,680,2018-04-21 15:41:37.978616,3047
3905,787,1,143074,679,2018-04-21 15:41:37.978632,3007
3906,289,1,179944,674,2018-04-21 15:41:37.978648,3000
3907,489,1,239935,678,2018-04-21 15:41:37.978665,3011
3908,608,1,275094,670,2018-04-21 15:41:37.978681,3049
3909,942,0,266078,675,2018-04-21 15:41:37.978703,3036
3910,341,0,175604,671,2018-04-21 15:41:37.978721,3075
3911,111,1,283483,673,2018-04-21 15:41:37.978739,3080
3912,153,0,108353,679,2018-04-21 15:41:37.978755,3046
3913,957,1,122177,676,2018-04-21 15:41:37.978771,3028
3914,355,0,229502,674,2018-04-21 15:41:37.978787,3046
3915,749,0,202116,679,2018-04-21 15:41:37.978803,3066
3916,785,0,255904,675,2018-04-21 15:41:37.978820,3012
3917,857,0,211905,674,2018-04-21 15:41:37.978837,3035
3918,413,1,274027,680,2018-04-21 15:41:37.978854,3030
3919,809,1,255976,672,2018-04-21 15:41:37.978870,3044
3920,720,1,151380,676,2018-04-21 15:41:37.978887,3039
3921,745,0,274612,680,2018-04-21 15:41:37.978903,3084
3922,335,1,188107,674,2018-04-21 15:41:37.978924,3037
3923,680,0,127599,673,2018-04-21 15:41:37.978943,3094
3924,160,0,104333,680,2018-04-21 15:41:37.978960,3011
3925,934,1,254126,675,2018-04-21 15:41:37.978976,3033
3926,627,0,111569,672,2018-04-21 15:41:37.978993,3098
3927,992,0,107561,677,2018-04-21 15:41:37.979014,3074
3928,741,0,284761,674,2018-04-21 15:41:37.979033,3006
3929,433,1,235755,678,2018-04-21 15:41:37.979050,3090
3930,255,1,284718,670,2018-04-21 15:41:37.979066,3053
3931,184,1,219422,673,2018-04-21 15:41:37.979089,3060
3932,922,1,264305,680,2018-04-21 15:41:37.979107,3023
3933,896,0,176360,671,2018-04-21 15:41:37.979124,3017
3934,246,0,176972,676,2018-04-21 15:41:37.979141,3029
3935,352,0,176140,670,2018-04-21 15:41:37.979171,3055
3936,264,0,214006,679,2018-04-21 15:41:37.979189,3019
3937,586,1,203462,675,2018-04-21 15:41:37.979206,3031
3938,208,0,237294,675,2018-04-21 15:41:37.979223,3031
3939,747,0,162344,676,2018-04-21 15:41:37.979239,3044
3940,787,1,107016,674,2018-04-21 15:41:37.979256,3090
3941,560,0,201506,675,2018-04-21 15:41:37.979273,3058
3942,754,0,243163,677,2018-04-21 15:41:37.979290,3019
3943,401,1,122591,671,2018-04-21 15:41:37.979306,3011
3944,483,0,100399,676,2018-04-21 15:41:37.979323,3089
3945,152,1,245858,678,2018-04-21 15:41:37.979340,3086
3946,126,1,195437,671,2018-04-21 15:41:37.979356,3076
3947,835,0,103272,675,2018-04-21 15:41:37.979372,3094
3948,155,1,222866,680,2018-04-21 15:41:37.979393,3035
3949,413,0,250169,670,2018-04-21 15:41:37.979412,3076
3950,991,0,182199,676,2018-04-21 15:41:37.979429,3079
3951,596,0,299178,679,2018-04-21 15:41:37.979451,3009
3952,597,0,210212,673,2018-04-21 15:41:37.979469,3026
3953,610,0,229066,672,2018-04-21 15:41:37.979485,3010
3954,775,1,153097,678,2018-04-21 15:41:37.979502,3029
3955,165,1,281929,673,2018-04-21 15:41:37.979519,3037
3956,610,0,274157,674,2018-04-21 15:41:37.979535,3022
3957,304,0,192947,674,2018-04-21 15:41:37.979552,3038
3958,117,1,144194,670,2018-04-21 15:41:37.979568,3086
3959,388,1,104772,676,2018-04-21 15:41:37.979585,3023
3960,708,0,222608,673,2018-04-21 15:41:37.979601,3073
3961,711,1,220979,671,2018-04-21 15:41:37.979627,3014
3962,305,0,261460,672,2018-04-21 15:41:37.979646,3024
3963,719,0,227308,670,2018-04-21 15:41:37.979662,3063
3964,893,0,282564,672,2018-04-21 15:41:37.979679,3070
3965,526,0,104224,677,2018-04-21 15:41:37.979695,3070
3966,770,0,282301,680,2018-04-21 15:41:37.979711,3091
3967,261,1,189918,673,2018-04-21 15:41:37.979727,3076
3968,801,0,292650,671,2018-04-21 15:41:37.979743,3002
3969,122,1,110907,677,2018-04-21 15:41:37.979760,3066
3970,273,1,190751,675,2018-04-21 15:41:37.979776,3044
3971,846,1,243020,680,2018-04-21 15:41:37.979792,3041
3972,270,1,296380,672,2018-04-21 15:41:37.979809,3065
3973,860,0,291305,677,2018-04-21 15:41:37.979825,3072
3974,543,0,113209,680,2018-04-21 15:41:37.979847,3062
3975,874,1,237628,677,2018-04-21 15:41:37.979865,3020
3976,604,0,222769,680,2018-04-21 15:41:37.979882,3009
3977,725,1,262415,679,2018-04-21 15:41:37.979898,3021
3978,822,1,175902,675,2018-04-21 15:41:37.979915,3073
3979,561,1,168216,677,2018-04-21 15:41:37.979932,3096
3980,329,1,244096,676,2018-04-21 15:41:37.979948,3010
3981,135,1,229106,680,2018-04-21 15:41:37.979970,3094
3982,351,1,191633,677,2018-04-21 15:41:37.979987,3069
3983,809,1,255642,671,2018-04-21 15:41:37.980005,3095
3984,669,1,127582,674,2018-04-21 15:41:37.980021,3058
3985,993,0,282660,671,2018-04-21 15:41:37.980037,3043
3986,824,1,136375,678,2018-04-21 15:41:37.980053,3044
3987,525,1,195131,670,2018-04-21 15:41:37.980075,3059
3988,929,1,219307,680,2018-04-21 15:41:37.980093,3011
3989,165,0,162518,673,2018-04-21 15:41:37.980110,3068
3990,906,0,232448,671,2018-04-21 15:41:37.980126,3031
3991,431,0,139080,674,2018-04-21 15:41:37.980143,3014
3992,293,1,135620,674,2018-04-21 15:41:37.980160,3006
3993,893,1,258930,674,2018-04-21 15:41:37.980181,3014
3994,746,1,106757,674,2018-04-21 15:41:37.980200,3064
3995,971,0,241905,671,2018-04-21 15:41:37.980216,3005
3996,426,0,149469,674,2018-04-21 15:41:37.980233,3060
3997,806,1,235018,677,2018-04-21 15:41:37.980249,3002
3998,450,0,200270,674,2018-04-21 15:41:37.980265,3049
3999,839,1,156284,680,2018-04-21 15:41:37.980282,3083
4000,403,0,179234,674,2018-04-21 15:41:37.980303,3048
4001,678,1,187949,670,2018-04-21 15:41:37.980323,3097
4002,951,0,170440,678,2018-04-21 15:41:37.980342,3039
4003,398,1,176386,670,2018-04-21 15:41:37.980403,3012
4004,663,1,111789,678,2018-04-21 15:41:37.980441,3096
4005,573,1,130067,670,2018-04-21 15:41:37.980463,3094
4006,591,0,156423,673,2018-04-21 15:41:37.980482,3003
4007,337,1,146260,674,2018-04-21 15:41:37.980512,3066
4008,820,0,283336,675,2018-04-21 15:41:37.980532,3096
4009,231,0,253917,676,2018-04-21 15:41:37.980550,3066
4010,361,0,246403,672,2018-04-21 15:41:37.980568,3096
4011,714,1,263595,678,2018-04-21 15:41:37.980586,3024
4012,694,0,284694,677,2018-04-21 15:41:37.980604,3052
4013,514,1,259607,679,2018-04-21 15:41:37.980628,3082
4014,845,0,289717,676,2018-04-21 15:41:37.980647,3061
4015,580,1,192206,680,2018-04-21 15:41:37.980666,3056
4016,187,1,245238,673,2018-04-21 15:41:37.980685,3029
4017,592,1,149208,678,2018-04-21 15:41:37.980703,3038
4018,733,1,135730,679,2018-04-21 15:41:37.980729,3056
4019,784,1,234454,674,2018-04-21 15:41:37.980746,3082
4020,420,0,231855,674,2018-04-21 15:41:37.980763,3056
4021,995,1,267225,670,2018-04-21 15:41:37.980780,3081
4022,298,0,200874,679,2018-04-21 15:41:37.980797,3079
4023,288,1,148465,679,2018-04-21 15:41:37.980813,3081
4024,540,0,250898,670,2018-04-21 15:41:37.980830,3012
4025,853,0,228436,673,2018-04-21 15:41:37.980852,3092
4026,127,0,138168,675,2018-04-21 15:41:37.980874,3031
4027,624,0,168228,674,2018-04-21 15:41:37.980893,3082
4028,228,0,116421,671,2018-04-21 15:41:37.980910,3092
4029,184,0,180396,673,2018-04-21 15:41:37.980927,3041
4030,967,0,278927,675,2018-04-21 15:41:37.980943,3085
4031,889,1,174870,675,2018-04-21 15:41:37.980982,3093
4032,212,0,202844,678,2018-04-21 15:41:37.981000,3007
4033,980,1,282844,675,2018-04-21 15:41:37.981017,3074
4034,788,1,289962,678,2018-04-21 15:41:37.981034,3071
4035,368,1,218144,680,2018-04-21 15:41:37.981051,3016
4036,929,0,138047,676,2018-04-21 15:41:37.981067,3032
4037,868,1,229401,680,2018-04-21 15:41:37.981084,3031
4038,581,0,223916,677,2018-04-21 15:41:37.981101,3047
4039,188,1,221969,671,2018-04-21 15:41:37.981122,3061
4040,920,0,260076,671,2018-04-21 15:41:37.981141,3001
4041,377,0,299272,676,2018-04-21 15:41:37.981159,3087
4042,383,1,242234,673,2018-04-21 15:41:37.981175,3054
4043,531,1,210949,679,2018-04-21 15:41:37.981192,3023
4044,923,0,160721,677,2018-04-21 15:41:37.981209,3059
4045,473,1,208646,674,2018-04-21 15:41:37.981226,3039
4046,167,1,108711,670,2018-04-21 15:41:37.981243,3007
4047,107,1,136844,671,2018-04-21 15:41:37.981259,3003
4048,185,0,120613,674,2018-04-21 15:41:37.981276,3069
4049,575,1,163241,672,2018-04-21 15:41:37.981293,3098
4050,879,0,293736,671,2018-04-21 15:41:37.981311,3016
4051,204,0,197620,675,2018-04-21 15:41:37.981327,3073
4052,390,1,169712,679,2018-04-21 15:41:37.981349,3062
4053,351,1,258274,676,2018-04-21 15:41:37.981367,3068
4054,627,0,185880,680,2018-04-21 15:41:37.981383,3045
4055,229,1,195798,674,2018-04-21 15:41:37.981400,3014
4056,785,1,101954,680,2018-04-21 15:41:37.981417,3073
4057,910,1,237022,677,2018-04-21 15:41:37.981434,3079
4058,370,0,137761,670,2018-04-21 15:41:37.981450,3076
4059,498,0,149851,677,2018-04-21 15:41:37.981471,3088
4060,730,0,104594,671,2018-04-21 15:41:37.981490,3098
4061,245,1,111123,677,2018-04-21 15:41:37.981508,3034
4062,177,0,106565,679,2018-04-21 15:41:37.981526,3041
4063,437,1,128627,675,2018-04-21 15:41:37.981550,3030
4064,984,0,285354,678,2018-04-21 15:41:37.981568,3038
4065,730,1,245157,679,2018-04-21 15:41:37.981590,3083
4066,218,1,268992,672,2018-04-21 15:41:37.981609,3064
4067,385,0,122137,676,2018-04-21 15:41:37.981627,3026
4068,931,0,190200,673,2018-04-21 15:41:37.981643,3030
4069,540,0,258483,676,2018-04-21 15:41:37.981660,3091
4070,756,1,295532,676,2018-04-21 15:41:37.981676,3036
4071,347,0,229791,680,2018-04-21 15:41:37.981693,3003
4072,126,1,212729,678,2018-04-21 15:41:37.983245,3081
4073,947,1,122779,672,2018-04-21 15:41:37.983271,3064
4074,995,1,228781,673,2018-04-21 15:41:37.983288,3000
4075,264,1,237445,676,2018-04-21 15:41:37.983306,3100
4076,654,0,102630,679,2018-04-21 15:41:37.983322,3070
4077,586,0,109433,670,2018-04-21 15:41:37.983339,3071
4078,543,1,293187,675,2018-04-21 15:41:37.983356,3059
4079,559,1,251299,674,2018-04-21 15:41:37.983372,3088
4080,280,0,129346,677,2018-04-21 15:41:37.983389,3051
4081,863,1,223312,670,2018-04-21 15:41:37.983406,3090
4082,721,1,294854,679,2018-04-21 15:41:37.983422,3077
4083,531,1,203660,670,2018-04-21 15:41:37.983438,3062
4084,711,0,263392,670,2018-04-21 15:41:37.983455,3080
4085,770,1,141376,675,2018-04-21 15:41:37.983471,3030
4086,687,1,234478,679,2018-04-21 15:41:37.983487,3022
4087,953,0,238707,671,2018-04-21 15:41:37.983505,3099
4088,140,1,150732,676,2018-04-21 15:41:37.983522,3099
4089,660,1,220609,677,2018-04-21 15:41:37.983538,3077
4090,978,1,217255,670,2018-04-21 15:41:37.983554,3093
4091,170,1,238050,678,2018-04-21 15:41:37.983570,3011
4092,231,1,141040,676,2018-04-21 15:41:37.983587,3069
4093,801,0,288147,675,2018-04-21 15:41:37.983603,3094
4094,953,1,116951,673,2018-04-21 15:41:37.983620,3054
4095,635,1,146038,676,2018-04-21 15:41:37.983637,3088
4096,129,1,238738,677,2018-04-21 15:41:37.983653,3093
4097,685,1,148300,671,2018-04-21 15:41:37.983669,3072
4098,993,0,150252,674,2018-04-21 15:41:37.983686,3096
4099,253,0,227651,672,2018-04-21 15:41:37.983703,3034
4100,986,1,237366,679,2018-04-21 15:41:37.983719,3099
4101,900,1,157140,678,2018-04-21 15:41:37.983735,3059
4102,817,0,113913,676,2018-04-21 15:41:37.983751,3038
4103,370,1,252983,672,2018-04-21 15:41:37.983767,3059
4104,125,1,210781,670,2018-04-21 15:41:37.983784,3042
4105,321,0,237146,680,2018-04-21 15:41:37.983799,3078
4106,163,0,155152,672,2018-04-21 15:41:37.983815,3085
4107,820,1,259741,670,2018-04-21 15:41:37.983832,3038
4108,737,1,109816,670,2018-04-21 15:41:37.983848,3027
4109,368,1,185258,671,2018-04-21 15:41:37.983865,3088
4110,453,1,299242,679,2018-04-21 15:41:37.983881,3045
4111,362,1,274203,676,2018-04-21 15:41:37.983898,3029
4112,493,1,215894,674,2018-04-21 15:41:37.983913,3093
4113,475,1,157578,670,2018-04-21 15:41:37.983930,3081
4114,343,0,138123,678,2018-04-21 15:41:37.983946,3028
4115,577,0,257373,677,2018-04-21 15:41:37.983962,3001
4116,537,0,294106,677,2018-04-21 15:41:37.983978,3056
4117,655,1,110011,674,2018-04-21 15:41:37.983994,3081
4118,892,1,249340,670,2018-04-21 15:41:37.984010,3077
4119,812,0,184051,670,2018-04-21 15:41:37.984026,3086
4120,297,0,163422,676,2018-04-21 15:41:37.984042,3023
4121,100,0,144436,671,2018-04-21 15:41:37.984059,3065
4122,131,0,177166,680,2018-04-21 15:41:37.984074,3071
4123,455,1,171892,671,2018-04-21 15:41:37.984091,3078
4124,764,0,118286,678,2018-04-21 15:41:37.984107,3072
4125,375,0,246328,671,2018-04-21 15:41:37.984123,3069
4126,963,1,197013,676,2018-04-21 15:41:37.984139,3054
4127,715,1,285675,679,2018-04-21 15:41:37.984155,3060
4128,869,1,250886,678,2018-04-21 15:41:37.984171,3047
4129,307,0,214479,671,2018-04-21 15:41:37.984187,3099
4130,691,0,108735,671,2018-04-21 15:41:37.984203,3071
4131,470,0,229013,671,2018-04-21 15:41:37.984219,3038
4132,850,0,273369,679,2018-04-21 15:41:37.984236,3066
4133,560,0,178175,672,2018-04-21 15:41:37.984252,3029
4134,790,1,209931,678,2018-04-21 15:41:37.984268,3073
4135,995,1,262959,672,2018-04-21 15:41:37.984284,3001
4136,106,1,238575,679,2018-04-21 15:41:37.984300,3004
4137,478,1,185844,675,2018-04-21 15:41:37.984316,3064
4138,603,0,148764,674,2018-04-21 15:41:37.984332,3073
4139,694,1,117832,676,2018-04-21 15:41:37.984349,3035
4140,953,1,142291,677,2018-04-21 15:41:37.984365,3050
4141,940,0,162086,680,2018-04-21 15:41:37.984383,3044
4142,156,1,245003,679,2018-04-21 15:41:37.984399,3002
4143,252,0,210061,675,2018-04-21 15:41:37.984415,3070
4144,343,1,109646,673,2018-04-21 15:41:37.984431,3023
4145,908,1,288774,679,2018-04-21 15:41:37.984447,3028
4146,372,0,114562,672,2018-04-21 15:41:37.984464,3005
4147,130,1,139016,680,2018-04-21 15:41:37.984480,3027
4148,615,1,223592,679,2018-04-21 15:41:37.984496,3082
4149,525,1,125427,676,2018-04-21 15:41:37.984512,3027
4150,723,1,116870,673,2018-04-21 15:41:37.984529,3029
4151,497,1,104026,674,2018-04-21 15:41:37.984545,3090
4152,130,1,118512,675,2018-04-21 15:41:37.984561,3043
4153,426,0,275411,680,2018-04-21 15:41:37.984578,3017
4154,241,0,298410,670,2018-04-21 15:41:37.984593,3008
4155,201,0,264774,678,2018-04-21 15:41:37.984618,3026
